graph,tags,nodes,edges,algorithm,crossings,mean_edge_length,edge_length_var,path_continuity,runtime_s,status
ugandan_village/friendship-2,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",181,688,crossing_repair,14757,0.13687242863792,0.006519872750455627,76.02264432779182,14.16,ok
ugandan_village/friendship-5,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",184,720,crossing_repair,14289,0.1267750726710579,0.005957213341855698,74.80148281440242,15.42,ok
ugandan_village/friendship-17,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",65,257,crossing_repair,1936,0.1638894619078783,0.00846064023711168,62.24578412974158,2.12,ok
ugandan_village/friendship-15,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",120,274,crossing_repair,1189,0.12095286292640886,0.004970093453672762,65.2314593091408,5.23,ok
ugandan_village/friendship-14,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",124,525,crossing_repair,7776,0.1473295960778209,0.007960912577961516,72.97280818363951,9.1,ok
ugandan_village/friendship-12,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",229,872,crossing_repair,22233,0.11573959567223656,0.004642265356208246,71.92536162071545,17.62,ok
ugandan_village/health-advice_2,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",170,394,crossing_repair,2676,0.14099321541316434,0.007065141057261967,64.34685063230353,7.19,ok
ugandan_village/health-advice_1,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",187,431,crossing_repair,3680,0.10478239488620772,0.0037479437814625744,66.1352135733605,9.64,ok
ugandan_village/friendship-13,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",183,809,crossing_repair,22384,0.16252212834179602,0.008744333917247705,79.18662742103469,15.76,ok
ugandan_village/health-advice_6,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",131,284,crossing_repair,1527,0.14524633413316457,0.007803575786302541,61.40854790133063,4.51,ok
ugandan_village/health-advice_5,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",166,386,crossing_repair,2505,0.11535721058750466,0.004854015855990354,61.55409187445195,6.89,ok
ugandan_village/health-advice_7,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",121,473,crossing_repair,7211,0.158467123964541,0.009447434865384961,73.57695247001813,6.63,ok
ugandan_village/health-advice_3,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",185,638,crossing_repair,13643,0.14410874573906313,0.006392022235284703,68.95268654640897,12.44,ok
ugandan_village/health-advice_13,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",157,286,crossing_repair,803,0.10156363444631218,0.004627814288157968,62.16085834899558,5.53,ok
ugandan_village/health-advice_14,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",120,326,crossing_repair,2492,0.13828155582159027,0.006510173030804931,69.89995527441928,4.94,ok
ugandan_village/health-advice_9,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",173,623,crossing_repair,10671,0.13850299119564263,0.006088267276078129,65.2903533924411,11.0,ok
ugandan_village/health-advice_17,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",63,146,crossing_repair,379,0.16510064220565365,0.008208080033147833,56.42578821283974,3.0,ok
ugandan_village/health-advice_15,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",117,196,crossing_repair,245,0.12206254689137513,0.008405415635114205,57.32787626078086,5.86,ok
ugandan_village/health-advice_12,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",218,534,crossing_repair,5132,0.14298448797509902,0.00674902941030417,70.51144093015643,13.2,ok
ugandan_village/health-advice_11,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",234,527,crossing_repair,3869,0.13033331257297304,0.0068787826101896965,66.21668131641566,14.6,ok
ugandan_village/health-advice_10,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",204,820,crossing_repair,20585,0.13257230124284772,0.006773141280509138,70.98065056425146,16.67,ok
urban_streets/brasilia,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",179,230,crossing_repair,4,0.03457069711995562,0.0005031428734707384,45.276050931367145,6.21,ok
urban_streets/irvine2,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",178,189,crossing_repair,3,0.025364124794551836,0.0006635876469633681,42.744015174808915,6.44,ok
urban_streets/bologna,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",541,771,crossing_repair,4,0.023763220339252777,0.00014725791954085208,47.79707793271826,13.54,ok
urban_streets/los-angeles,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",240,339,crossing_repair,5,0.03766836578261164,0.0004398203264856196,48.33746421447919,10.29,ok
urban_streets/new-delhi,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",252,328,crossing_repair,1,0.03009699501491311,0.000337075439178031,48.35310121847272,8.78,ok
urban_streets/new-york,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",248,418,crossing_repair,34,0.040763862543947586,0.000424872415382538,43.41710370049559,11.16,ok
urban_streets/walnut-creek,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",169,196,crossing_repair,3,0.035786517281311415,0.0006839235375574562,47.879113060862714,6.0,ok
zebras,"[""Animal"", ""Metadata"", ""Social"", ""Unweighted""]",23,105,crossing_repair,574,0.1555192140593705,0.005219635119348628,28.976844941859135,0.71,ok
windsurfers,"[""Offline"", ""Social"", ""Weighted""]",43,336,crossing_repair,3888,0.18816870828550813,0.011454482456666339,33.47198963781857,4.54,ok
urban_streets/savannah,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",584,958,crossing_repair,0,0.028702030069767202,0.00013821517140163433,44.72847567738214,10.3,ok
urban_streets/london,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",488,729,crossing_repair,2,0.026525884419895087,0.00014417788510096702,47.91550513346607,25.94,ok
urban_streets/vienna,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",467,691,crossing_repair,1,0.033178822964445014,0.0002441899993734861,48.19438979589743,14.88,ok
ugandan_village/health-advice_16,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",349,862,crossing_repair,15466,0.11942400582815638,0.005708385856433677,67.1062167571626,38.64,ok
